lat,lon,year,obs_pm25,pred_av,pred_gs,pred_cmaq_outs,pred_js,pred_caces,ref_id
33.55305599999999,-86.815,2010,13.823743,13.699999809265137,11.29207017344304,12.944682191780824,13.265550381498654,13.4139131840796,01-073-0023-88101-1
33.331111,-87.003611,2010,11.847967,11.399999618530272,9.60119592033704,11.72435616438356,11.351682858027193,10.9872773299443,01-073-1005-88101-1
33.45972199999999,-87.305556,2010,10.07541,11,9.074842400992148,10.97391780821918,9.881730789464118,8.85096879576108,01-073-1009-88101-1
33.545278,-86.549167,2010,12.095082,13,10.144852585212483,12.002487671232876,13.656244372968358,12.0878837988827,01-073-1010-88101-1
33.499722,-86.924167,2010,12.432865,13.399999618530272,9.704585809305913,12.582424657534249,12.592011336032993,13.8028624748491,01-073-2003-88101-1
33.386389,-86.816667,2010,11.796721,11.800000190734863,9.893991935190815,12.344490410958905,12.246513616061844,11.7433497816594,01-073-2006-88101-1
33.70472199999999,-86.669167,2010,10.954918,10.899999618530272,9.400001675508843,11.872909589041097,10.00318888917607,10.6760397641509,01-073-5002-88101-1
33.801667,-86.9425,2010,10.597479,10.800000190734863,9.403389553958668,11.633090410958904,10.83667140769139,9.8838128362878,01-073-5003-88101-1
34.687760999999995,-86.586362,2010,11.585833,12.699999809265137,9.747997463285763,11.557008219178082,12.54393265623237,11.8976753318078,01-089-0014-88101-1
35.880404,-109.438003,2010,3.028333,2.299999952316284,5.825750430647128,4.866117808219178,3.2333376612780156,3.13650016470588,04-001-1235-88101-1
31.3492,-109.539683,2010,6.776271,6.900000095367432,6.811631890181988,6.019123287671233,6.93403373775375,6.72418209140201,04-003-1005-88101-1
35.206111000000014,-111.652777,2010,5.075,4.699999809265137,6.149762544248175,5.616030136986302,6.499643680740169,5.10995687170475,04-005-1008-88101-1
33.503833,-112.095767,2010,6.7425,8,7.602282793252217,9.532693150684931,7.643200462293523,7.67419489829129,04-013-9997-88101-1
32.32266100000001,-111.038389,2010,5.145299,6.699999809265137,6.633111395926042,6.852279452054795,5.792722200888092,5.8699470791075,04-019-0011-88101-1
32.29515000000001,-110.9823,2010,5.025,6.400000095367432,7.127314368973628,6.945167123287671,5.818186035733571,5.74446290797546,04-019-1028-88101-1
32.87758300000001,-111.752222,2010,8.342623,6,7.713654706542219,7.105767123287671,7.823336749931321,9.12925087906233,04-021-0001-88101-1
33.421194,-111.503222,2010,5.889565,5.199999809265137,6.545290628492637,6.710975342465753,5.480905676492152,4.82023219909502,04-021-3002-88101-1
33.010529999999996,-111.97205,2010,12.322034,5,9.977880916683448,7.061205479452055,11.86665184113418,7.64084304878049,04-021-3013-88101-1
31.337203999999996,-110.936718,2010,10.218644,5.199999809265137,7.876284444916436,6.263978082191781,9.047933018061126,7.86295555741827,04-023-0004-88101-1
34.594999999999985,-112.331,2010,3.866667,3.700000047683716,6.166452566430485,5.886580821917808,4.032005565163636,4.99798000285063,04-025-2002-88101-1
32.690278,-114.61444,2010,7.365,7.599999904632568,7.362380698410424,6.700610958904109,6.999903327728481,7.89787115129151,04-027-8011-88101-1
34.51851500000001,-91.55896,2010,11.410256,10.699999809265137,9.340685735219534,11.310657534246577,12.623823833489697,11.0379787839305,05-001-0011-88101-1
35.197288,-90.193141,2010,11.807627,11.600000381469728,9.954527875539084,11.674079452054794,12.161559478192126,11.6578608695652,05-035-0005-88101-1
35.10519300000001,-92.427859,2010,11.015966,10.5,9.348789729170823,11.556783561643837,11.677597039051236,12.6875954427758,05-045-0002-88101-1
34.469441,-93.000178,2010,11.012397,9.800000190734863,8.65149099507913,10.753753424657534,10.816134516566034,9.7376733875969,05-051-0003-88101-1
34.529766,-90.586049,2010,11.450833,11.100000381469728,9.498999172346746,11.038306849315068,11.785460153879733,11.2992970070423,05-107-0001-88101-1
34.583699,-94.226234,2010,10.942857,9.899999618530272,8.728776870299164,9.877109589041096,10.660081372359295,10.0454438413159,05-113-0002-88101-1
35.259775,-93.10005,2010,11.283193,10.399999618530272,9.06621445527704,10.927194520547944,10.727406565082047,11.3032058330858,05-115-0003-88101-1
34.756189,-92.281296,2010,12.281389,11.899999618530272,9.549544210045667,12.229413698630136,12.818478053811882,12.2411673590504,05-119-0007-88101-1
34.729603,-92.243587,2010,12.433613,12.5,9.549544210045667,12.166142465753424,12.477495741957682,12.125229233871,05-119-1004-88101-1
34.681343000000005,-92.328697,2010,12.599133,12.199999809265137,10.237513222365124,12.160890410958904,13.146849306270218,12.3559231922399,05-119-1008-88101-1
35.389672,-94.424288,2010,11.474545,11.800000190734863,9.452969288732136,10.829893150684931,12.787171074446668,11.2907110648918,05-131-0008-88101-1
36.1797,-94.116827,2010,11.139831,10.800000190734863,9.216117099263457,10.682745205479453,12.487662445320105,11.6387627621114,05-143-0005-88101-1
35.24894,-91.715596,2010,11.67094,12.600000381469728,9.921864133258492,11.38809589041096,11.855518993257958,11.7260031773541,05-145-0001-88101-1
39.757371,-121.84328600000002,2010,7.987931,9.199999809265137,8.380590943995509,7.033457534246575,7.546866500198504,7.43170544964029,06-007-0002-88101-1
36.781333,-119.77319,2010,13.296784,14.100000381469728,13.013021453111872,12.320975342465754,12.593130239808932,12.6047365432099,06-019-0008-88101-1
32.97833,-115.53916999999998,2010,6.311111,9.600000381469728,7.565618830664731,7.00686301369863,6.792768163270414,7.96952714817573,06-025-0007-88101-1
32.79222,-115.56306,2010,6.596522,10.5,7.832073540603299,7.932854794520548,6.702383233339544,8.10072,06-025-1003-88101-1
36.487823,-117.871036,2010,5.545455,7.699999809265137,7.637780322322597,5.8810739726027395,7.114851484844544,5.20851944167498,06-027-1003-88101-1
35.62109,-117.67296,2010,5.094737,10,5.904656446479824,6.887898630136986,5.3521682100443515,5.30778028571429,06-029-0015-88101-1
39.03269999999999,-122.92229,2010,3.07541,5.300000190734863,4.792302469369556,5.096038356164383,3.4744839936649945,3.80744737024221,06-033-3001-88101-1
34.1365,-117.92391,2010,11.02043,15.100000381469728,11.229011751643746,10.57902191780822,10.216041117094182,11.3022636599611,06-037-0002-88101-1
34.176050000000004,-118.31712,2010,12.450621,13.100000381469728,11.435560086825436,11.637515068493151,12.00389042816267,10.9451532670455,06-037-1002-88101-1
34.06659,-118.22688,2010,11.929393,14.300000190734863,11.650950014810144,12.61484109589041,11.019513295363312,12.156742591267,06-037-1103-88101-1
34.199250000000006,-118.53276,2010,10.166,12.300000190734863,10.146619667934074,10.701728767123289,9.959918751937158,10.3160780903855,06-037-1201-88101-1
33.901389,-118.205,2010,12.503604,13.199999809265137,12.167206078428244,12.178471232876712,11.749779884952355,12.7962318302387,06-037-1302-88101-1
